StructuredDataCapture : Validation Results
=========================================

err = 269, warn = 202, info = 34
$--
Generated $--. FHIR version $-- for hl7.fhir.uv.sdc#$-- (canonical = http://hl7.org/fhir/uv/sdc)
 Build Errors : 0 / 0 / 0
 fsh-generated/resources/Bundle-map-population-example : 4 / 7 / 11
 fsh-generated/resources/Bundle-questionnaire-sdc-profile-example : 3 / 0 / 162
 fsh-generated/resources/CapabilityStatement-sdc-form-archiver : 0 / 0 / 1
 fsh-generated/resources/CapabilityStatement-sdc-form-designer : 0 / 0 / 1
 fsh-generated/resources/CapabilityStatement-sdc-form-filler : 0 / 0 / 1
 fsh-generated/resources/CapabilityStatement-sdc-form-manager : 0 / 0 / 1
 fsh-generated/resources/CapabilityStatement-sdc-form-receiver : 0 / 0 / 1
 fsh-generated/resources/CapabilityStatement-sdc-form-response-manager : 0 / 0 / 1
 fsh-generated/resources/CodeSystem-CSPHQ9 : 0 / 2 / 2
 fsh-generated/resources/CodeSystem-assemble-expectation : 0 / 0 / 2
 fsh-generated/resources/CodeSystem-chf-codes : 0 / 0 / 2
 fsh-generated/resources/CodeSystem-collapsible : 0 / 0 / 2
 fsh-generated/resources/CodeSystem-entryMode : 0 / 0 / 2
 fsh-generated/resources/CodeSystem-keyboardType : 0 / 0 / 2
 fsh-generated/resources/CodeSystem-launchContext : 0 / 0 / 2
 fsh-generated/resources/CodeSystem-observation-extract-relationship : 0 / 0 / 2
 fsh-generated/resources/CodeSystem-questionnaire-answer-constraint : 0 / 0 / 2
 fsh-generated/resources/CodeSystem-temp : 0 / 0 / 2
 fsh-generated/resources/ImplementationGuide-hl7.fhir.uv.sdc : 0 / 1 / 1
 fsh-generated/resources/Library-sdc-CHF : 0 / 2 / 1
 fsh-generated/resources/OperationDefinition-Questionnaire-assemble : 0 / 0 / 1
 fsh-generated/resources/OperationDefinition-Questionnaire-next-question : 0 / 0 / 1
 fsh-generated/resources/OperationDefinition-Questionnaire-populate : 0 / 0 / 1
 fsh-generated/resources/OperationDefinition-Questionnaire-populatehtml : 0 / 0 / 1
 fsh-generated/resources/OperationDefinition-Questionnaire-populatelink : 0 / 0 / 1
 fsh-generated/resources/OperationDefinition-Questionnaire-process-response : 0 / 0 / 1
 fsh-generated/resources/OperationDefinition-QuestionnaireResponse-extract : 0 / 0 / 1
 fsh-generated/resources/Parameters-populate-request : 0 / 0 / 1
 fsh-generated/resources/Parameters-populate-response : 0 / 1 / 4
 fsh-generated/resources/Parameters-populatehtml-response : 0 / 0 / 2
 fsh-generated/resources/Parameters-populatelink-response : 0 / 0 / 1
 fsh-generated/resources/Parameters-sdc-modular-root-assembled : 7 / 0 / 26
 fsh-generated/resources/Questionnaire-SDOHCC-QuestionnaireHungerVitalSign : 9 / 0 / 9
 fsh-generated/resources/Questionnaire-anc-quick-check : 5 / 0 / 1
 fsh-generated/resources/Questionnaire-demographics : 7 / 0 / 7
 fsh-generated/resources/Questionnaire-questionnaire-sdc-profile-example-PHQ9 : 16 / 0 / 13
 fsh-generated/resources/Questionnaire-questionnaire-sdc-profile-example-PHQ9-search : 4 / 0 / 1
 fsh-generated/resources/Questionnaire-questionnaire-sdc-profile-example-cap : 5 / 0 / 5
 fsh-generated/resources/Questionnaire-questionnaire-sdc-profile-example-context-expression : 4 / 0 / 1
 fsh-generated/resources/Questionnaire-questionnaire-sdc-profile-example-cqf-PHQ9 : 5 / 0 / 2
 fsh-generated/resources/Questionnaire-questionnaire-sdc-profile-example-form-behavior : 9 / 0 / 6
 fsh-generated/resources/Questionnaire-questionnaire-sdc-profile-example-framingham-hchd-lhc : 18 / 0 / 15
 fsh-generated/resources/Questionnaire-questionnaire-sdc-profile-example-hunger-vital-signs : 8 / 0 / 8
 fsh-generated/resources/Questionnaire-questionnaire-sdc-profile-example-image-options : 7 / 0 / 4
 fsh-generated/resources/Questionnaire-questionnaire-sdc-profile-example-item-weight : 5 / 0 / 6
 fsh-generated/resources/Questionnaire-questionnaire-sdc-profile-example-loinc : 9 / 0 / 29
 fsh-generated/resources/Questionnaire-questionnaire-sdc-profile-example-multi-subject : 5 / 0 / 1
 fsh-generated/resources/Questionnaire-questionnaire-sdc-profile-example-render : 6 / 0 / 4
 fsh-generated/resources/Questionnaire-questionnaire-sdc-profile-example-ussg-fht : 5 / 0 / 32
 fsh-generated/resources/Questionnaire-questionnaire-sdc-profile-example-weight-height-tracking-panel : 6 / 0 / 9
 fsh-generated/resources/Questionnaire-questionnaire-sdc-test-all-data-types : 5 / 0 / 1
 fsh-generated/resources/Questionnaire-questionnaire-sdc-test-enableWhen : 5 / 0 / 1
 fsh-generated/resources/Questionnaire-questionnaire-sdc-test-fhirpath-prepop-candexpr : 4 / 0 / 1
 fsh-generated/resources/Questionnaire-questionnaire-sdc-test-fhirpath-prepop-initialexpression : 5 / 0 / 1
 fsh-generated/resources/Questionnaire-questionnaire-sdc-test-fhirpath-prepop-source-query : 6 / 0 / 9
 fsh-generated/resources/Questionnaire-questionnaire-sdc-test-initialvalue : 5 / 0 / 1
 fsh-generated/resources/Questionnaire-questionnaire-sdc-test-initialvalue-multiple : 5 / 0 / 1
 fsh-generated/resources/Questionnaire-questionnaire-sdc-test-nested-groups : 5 / 0 / 2
 fsh-generated/resources/Questionnaire-questionnaire-sdc-test-required-radios : 5 / 0 / 1
 fsh-generated/resources/Questionnaire-sdc-derivation-child : 6 / 0 / 2
 fsh-generated/resources/Questionnaire-sdc-derivation-parent : 5 / 0 / 1
 fsh-generated/resources/Questionnaire-sdc-modular-contact : 6 / 0 / 3
 fsh-generated/resources/Questionnaire-sdc-modular-name : 8 / 0 / 4
 fsh-generated/resources/Questionnaire-sdc-modular-root : 6 / 0 / 4
 fsh-generated/resources/QuestionnaireResponse-adaptive-questionnaireresponse-sdc-example-phq9 : 16 / 3 / 20
 fsh-generated/resources/QuestionnaireResponse-map-populate-out : 0 / 0 / 1
 fsh-generated/resources/QuestionnaireResponse-questionnaireresponse-sdc-example-ussg-fht-answers : 0 / 0 / 1
 fsh-generated/resources/QuestionnaireResponse-questionnaireresponse-sdc-profile-example : 0 / 4 / 2
 fsh-generated/resources/QuestionnaireResponse-questionnaireresponse-sdc-profile-example-PHQ9 : 0 / 3 / 7
 fsh-generated/resources/QuestionnaireResponse-questionnaireresponse-sdc-profile-example-loinc : 0 / 0 / 1
 fsh-generated/resources/QuestionnaireResponse-questionnaireresponse-sdc-profile-example-multi-subject : 0 / 0 / 1
 fsh-generated/resources/SearchParameter-questionnaire-assemble-expectation : 0 / 0 / 1
 fsh-generated/resources/SearchParameter-questionnaire-assembledFrom : 0 / 0 / 1
 fsh-generated/resources/SearchParameter-questionnaire-definition : 0 / 0 / 1
 fsh-generated/resources/ServiceRequest-example : 0 / 0 / 1
 fsh-generated/resources/StructureDefinition-ProfileExample : 1 / 0 / 1
 fsh-generated/resources/StructureDefinition-SdcQuestionLibrary : 4 / 0 / 1
 fsh-generated/resources/StructureDefinition-parameters-questionnaire-assemble-out : 0 / 0 / 1
 fsh-generated/resources/StructureDefinition-parameters-questionnaire-next-question-in : 0 / 1 / 1
 fsh-generated/resources/StructureDefinition-parameters-questionnaire-next-question-out : 0 / 1 / 1
 fsh-generated/resources/StructureDefinition-parameters-questionnaire-populate-html-out : 0 / 0 / 1
 fsh-generated/resources/StructureDefinition-parameters-questionnaire-populate-in : 0 / 0 / 1
 fsh-generated/resources/StructureDefinition-parameters-questionnaire-populate-link-out : 0 / 0 / 1
 fsh-generated/resources/StructureDefinition-parameters-questionnaire-populate-out : 0 / 0 / 1
 fsh-generated/resources/StructureDefinition-parameters-questionnaire-process-response-in : 0 / 1 / 1
 fsh-generated/resources/StructureDefinition-parameters-questionnaireresponse-extract-in : 0 / 1 / 1
 fsh-generated/resources/StructureDefinition-sdc-codesystem : 0 / 8 / 1
 fsh-generated/resources/StructureDefinition-sdc-library : 0 / 1 / 1
 fsh-generated/resources/StructureDefinition-sdc-questionnaire : 0 / 5 / 1
 fsh-generated/resources/StructureDefinition-sdc-questionnaire-adapt : 0 / 2 / 1
 fsh-generated/resources/StructureDefinition-sdc-questionnaire-adapt-srch : 0 / 1 / 1
 fsh-generated/resources/StructureDefinition-sdc-questionnaire-answerExpression : 0 / 0 / 1
 fsh-generated/resources/StructureDefinition-sdc-questionnaire-answerOptionsToggleExpression : 0 / 0 / 1
 fsh-generated/resources/StructureDefinition-sdc-questionnaire-assemble-expectation : 0 / 0 / 1
 fsh-generated/resources/StructureDefinition-sdc-questionnaire-assembleContext : 0 / 0 / 1
 fsh-generated/resources/StructureDefinition-sdc-questionnaire-assembledFrom : 0 / 0 / 1
 fsh-generated/resources/StructureDefinition-sdc-questionnaire-behave : 0 / 57 / 1
 fsh-generated/resources/StructureDefinition-sdc-questionnaire-calculatedExpression : 0 / 0 / 1
 fsh-generated/resources/StructureDefinition-sdc-questionnaire-candidateExpression : 0 / 0 / 1
 fsh-generated/resources/StructureDefinition-sdc-questionnaire-choiceColumn : 0 / 0 / 1
 fsh-generated/resources/StructureDefinition-sdc-questionnaire-collapsible : 0 / 0 / 1
 fsh-generated/resources/StructureDefinition-sdc-questionnaire-columnCount : 0 / 0 / 1
 fsh-generated/resources/StructureDefinition-sdc-questionnaire-contextExpression : 0 / 0 / 1
 fsh-generated/resources/StructureDefinition-sdc-questionnaire-definitionExtract : 0 / 0 / 1
 fsh-generated/resources/StructureDefinition-sdc-questionnaire-definitionExtractValue : 0 / 0 / 1
 fsh-generated/resources/StructureDefinition-sdc-questionnaire-enableWhenExpression : 0 / 0 / 1
 fsh-generated/resources/StructureDefinition-sdc-questionnaire-endpoint : 0 / 0 / 1
 fsh-generated/resources/StructureDefinition-sdc-questionnaire-entryMode : 0 / 0 / 1
 fsh-generated/resources/StructureDefinition-sdc-questionnaire-extr-defn : 0 / 5 / 1
 fsh-generated/resources/StructureDefinition-sdc-questionnaire-extr-obsn : 0 / 3 / 1
 fsh-generated/resources/StructureDefinition-sdc-questionnaire-extr-smap : 0 / 5 / 1
 fsh-generated/resources/StructureDefinition-sdc-questionnaire-extr-template : 0 / 1 / 1
 fsh-generated/resources/StructureDefinition-sdc-questionnaire-extractAllocateId : 0 / 0 / 1
 fsh-generated/resources/StructureDefinition-sdc-questionnaire-initialExpression : 0 / 0 / 1
 fsh-generated/resources/StructureDefinition-sdc-questionnaire-isSubject : 0 / 0 / 1
 fsh-generated/resources/StructureDefinition-sdc-questionnaire-itemAnswerMedia : 0 / 0 / 1
 fsh-generated/resources/StructureDefinition-sdc-questionnaire-itemExtractionContext : 0 / 0 / 1
 fsh-generated/resources/StructureDefinition-sdc-questionnaire-itemMedia : 0 / 0 / 1
 fsh-generated/resources/StructureDefinition-sdc-questionnaire-itemPopulationContext : 0 / 0 / 1
 fsh-generated/resources/StructureDefinition-sdc-questionnaire-keyboard : 0 / 0 / 1
 fsh-generated/resources/StructureDefinition-sdc-questionnaire-launchContext : 0 / 0 / 1
 fsh-generated/resources/StructureDefinition-sdc-questionnaire-lookupQuestionnaire : 0 / 0 / 1
 fsh-generated/resources/StructureDefinition-sdc-questionnaire-maxQuantity : 0 / 0 / 1
 fsh-generated/resources/StructureDefinition-sdc-questionnaire-minQuantity : 0 / 0 / 1
 fsh-generated/resources/StructureDefinition-sdc-questionnaire-modular : 0 / 3 / 1
 fsh-generated/resources/StructureDefinition-sdc-questionnaire-observation-extract-category : 0 / 0 / 1
 fsh-generated/resources/StructureDefinition-sdc-questionnaire-observationExtract : 0 / 0 / 1
 fsh-generated/resources/StructureDefinition-sdc-questionnaire-observationLinkPeriod : 0 / 0 / 1
 fsh-generated/resources/StructureDefinition-sdc-questionnaire-openLabel : 0 / 0 / 1
 fsh-generated/resources/StructureDefinition-sdc-questionnaire-optionalDisplay : 0 / 0 / 1
 fsh-generated/resources/StructureDefinition-sdc-questionnaire-performerType : 0 / 0 / 1
